AVAV,AeroVironment Inc,20110907,UPDATE 1-AeroVironment Q1 beats Wall Street view , Sept 7 - AeroVironment Inc posted a first-quarter profit as revenue rose 62 percent on higher sales of its drones.,topStory
UTX,United Technologies Corporation,20110907,BAE sees no bold deals near term: U.S. CEO ,WASHINGTON BAE Systems Plc  is looking at acquisitions but is being very cautious at a time when the industry grapples with the prospect of sharp cuts in military spending  the head of the company's U.S. operations said on Wednesday.,normal
UTX,United Technologies Corporation,20110907,More cuts would hurt defense sector: Pentagon ,WASHINGTON The defense industry would face devastating consequences if Congress fails to find a solution for reducing U.S. budget deficits by the end of the year  the Pentagon's industrial policy chief said.,normal
UTX,United Technologies Corporation,20110907,Boeing engine too small  says Pratt ,WASHINGTON Pratt & Whitney warned Boeing on Tuesday it may have to rethink its strategy for competing with Airbus in a $2 trillion segment of the jet market because the engine it has chosen from rival GE  is too small.,normal
VLO,Valero Energy Corporation,20110907,UPDATE 1-NuStar to raise Eagle Ford oil flow to Valero plants , NEW YORK  Sept 7 NuStar Energy LP  said on Tuesday it will modify and construct pipelines to carry Eagle Ford oil and other crudes to two Valero Energy Corp's  Texas refineries  the latest project to tap the growing southeast Texas crude supply.,topStory
VLO,Valero Energy Corporation,20110907,FACTBOX-U.S. refineries' autumn maintenance schedule , Sept 7 Autumn turnarounds will be especially heavy in the U.S. Midwest region where refiners have been running near full-tilt this summer to take advantage of unprecedented margins as the discount of the U.S. benchmark crude  West Texas Intermediate  against London's Brent deepened.,normal
VZ,Verizon Communications Inc,20110907,Verizon sets launch for delayed Motorola Bionic ,NEW YORK Verizon Wireless said it will start selling the high-speed Bionic phone from Motorola Mobility  on Sept 8  months after the device had been expected to launch.,topStory
VZ,Verizon Communications Inc,20110907,UPDATE 1-Verizon sets launch for delayed Motorola Bionic , NEW YORK  Sept 7 Verizon Wireless  the biggest U.S. mobile provider  said it will start selling the high-speed Bionic phone from Motorola Mobility  on Sept 8  months after the device had been expected to launch.,normal
VZ,Verizon Communications Inc,20110907,AT&T could lower T-Mobile bid price if remedies grow: report ,Bangalore AT&T Inc can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,normal
VZ,Verizon Communications Inc,20110907,AT&T could lower T-Mobile bid price if remedies grow-report , Sept 6 AT&T Inc  can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,normal
VZA,Verizon Communications Inc,20110907,Verizon sets launch for delayed Motorola Bionic ,NEW YORK Verizon Wireless said it will start selling the high-speed Bionic phone from Motorola Mobility  on Sept 8  months after the device had been expected to launch.,topStory
VZA,Verizon Communications Inc,20110907,UPDATE 1-Verizon sets launch for delayed Motorola Bionic , NEW YORK  Sept 7 Verizon Wireless  the biggest U.S. mobile provider  said it will start selling the high-speed Bionic phone from Motorola Mobility  on Sept 8  months after the device had been expected to launch.,normal
VZA,Verizon Communications Inc,20110907,AT&T could lower T-Mobile bid price if remedies grow: report ,Bangalore AT&T Inc can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,normal
VZA,Verizon Communications Inc,20110907,AT&T could lower T-Mobile bid price if remedies grow-report , Sept 6 AT&T Inc  can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,normal
VRS,Verso Corporation,20110907,UPDATE 6-Cerberus-owned NewPage files for Chapter 11 , * Largest non-financial U.S. bankruptcy in two years  (Adds names of lenders),topStory
WMT,Wal-Mart Stores Inc,20110907,Grocer Supervalu selling 107 fuel centers , LOS ANGELES  Sept 7 Grocer Supervalu Inc  on Wednesday said it has struck four separate deals to sell a total of 107 U.S. fuel centers  moves aimed at generating cash.,topStory
WMT,Wal-Mart Stores Inc,20110907,Wal-Mart international CEO sees Japan acquisitions ,CHICAGO Wal-Mart Stores Inc  could use some acquisitions to help increase its business in Japan  Doug McMillon  president and chief executive of Walmart International  said on Wednesday.,normal
WMT,Wal-Mart Stores Inc,20110907,UPDATE 1-Wal-Mart international CEO sees Japan acquisitions , CHICAGO  Sept 7 Wal-Mart Stores Inc  could use some acquisitions to help increase its business in Japan  Doug McMillon  president and chief executive of Walmart International  said on Wednesday.,normal
WMT,Wal-Mart Stores Inc,20110907,DEALTALK-Indian  global retailers in mating dance as rule change looms , * Chains hold tiny share of fragmented India retail market,normal
DIS,Walt Disney Company (The),20110907,Netflix to combat piracy as it expands into Latam ,BUENOS AIRES Netflix will fight piracy with quality content that people would pay for  while expanding its online streaming service to Latin America and the Caribbean  the company's chief executive said on Wednesday.,topStory
DIS,Walt Disney Company (The),20110907,Sulake names Disney exec CEO in social gaming push ,HELSINKI Finnish Internet company Sulake said it was naming Paul LaFontaine as its new chief executive in a move aimed at shifting the company known for its teen networking site Habbo Hotel more toward social gaming.,normal
DIS,Walt Disney Company (The),20110907,Sulake names Disney exec CEO in social gaming push , HELSINKI  Sept 7 Finnish Internet company Sulake said it was naming Paul LaFontaine as its new chief executive in a move aimed at shifting the company known for its teen networking site Habbo Hotel more towards social gaming.,normal
WEC,WEC Energy Group Inc,20110907,New Issue-Wisconsin Electric Power sells $300 mln in notes ,  Sept 7 Wisconsin Electric Power Co.  on Wednesday sold $300 million of senior unsecured notes  said IFR  a Thomson Reuters service.,topStory
WFC,Wells Fargo & Company,20110907,Cerberus-owned NewPage files for Chapter 11 ,WILMINGTON  Del./NEW YORK NewPage Corp   the biggest maker of magazine paper in North America  filed for bankruptcy on Wednesday  succumbing to falling demand as advertisers and readers move online.,topStory
WFC,Wells Fargo & Company,20110907,UPDATE 6-Cerberus-owned NewPage files for Chapter 11 , * Largest non-financial U.S. bankruptcy in two years  (Adds names of lenders),normal
WFC,Wells Fargo & Company,20110907,Appeals court rejects mortgage database suit ,SAN FRANCISCO A lawsuit accusing several mortgage lenders of fraud over home loans maintained within the industry's private electronic database cannot proceed  according to a U.S. appeals court ruling.,normal
WFC,Wells Fargo & Company,20110907,UPDATE 2-U.S. appeals court rejects mortgage database suit , * Several lenders targeted  including BofA and JPMorgan,normal
WBK,Westpac Banking Corporation,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
WMB,Williams Companies Inc (The),20110907,FACTBOX-TS Nate forms as US Gulf energy restarts post-Lee , Sept 7 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico were restoring production on Wednesday in the wake of Tropical Storm Lee as Tropical Storm Nate formed over the Bay of Campeche.,topStory
WMB,Williams Companies Inc (The),20110907,FACTBOX-US Gulf offshore energy restart continues , Sept 6 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico restaffed platforms on Tuesday after high winds and rough seas in the aftermath of Tropical Storm Lee died down and helicopters could ferry workers back to the offshore oil patch.,normal
AUY,Yamana Gold Inc,20110907,CANADA STOCKS-Energy leads TSX rebound as Europe debt fears ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,topStory
AUY,Yamana Gold Inc,20110907,CANADA STOCKS-TSX rebounds as European debt concerns ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,normal
NG,Novagold Resources Inc,20110907,UPDATE 1-NovaGold sees higher costs for Donlin Gold project , Sept 7 Canada's Novagold Resources  expects capital costs at  Alaska-based Donlin Gold project to rise by $2.5 billion from its previous estimate  partly due to the addition of a gas-run power generation facility.,topStory
