ATVI,Activision Blizzard Inc,20110921,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,topStory
BMY,Bristol-Myers Squibb Company,20110921,Spooky theory  leukaemia drugs top Nobel tips-Thomson Reuters , * At least one Thomson Reuters Nobel pick has won each year,normal
BMY,Bristol-Myers Squibb Company,20110921,UPDATE 1-Bristol-Myers gains more rights to cancer drug from Ono , TOKYO  Sept 21 - Bristol-Myers Squibb said on Wednesday it had gained additional marketing rights to an experimental cancer treatment from Japanese drugmaker Ono Pharmaceutical in exchange for sharing the Japan rights to a rheumatoid arthritis drug.,normal
BTI,British American Tobacco plc,20110921,UPDATE 2-Imperial Tobacco hurt by Spanish price war , * Shares up 1.9 percent in early trade   (Adds details  shares),topStory
BTI,British American Tobacco plc,20110921,UPDATE 1-Imperial sees Spain cut sales growth to 2 pct , LONDON  Sept 21 Imperial Tobacco Plc   the world's fourth largest cigarette group  said it expects just a 2 percent rise in annual sales after being hurt by a savage price war in Spain  while it added recent price rise may ease the pain there.,normal
BG,Bunge Limited,20110921,Longshore union protesters arrested in Washington , PORTLAND  Ore  Sept 21 Twelve longshoremen's union protesters were arrested on Wednesday for trying to block a train from entering a grain terminal in Washington state as labor tensions flared again at the Port of Longview.,topStory
CACI,CACI International Inc,20110921,U.S. court dismisses Iraq contractor torture cases ,WASHINGTON A U.S. appeals court on Wednesday dismissed lawsuits claiming employees of two defense contractors conspired to torture and abuse Iraqis at the Abu Ghraib prison near Baghdad and at other locations.,topStory
CACI,CACI International Inc,20110921,US court dismisses Iraq contractor torture cases , WASHINGTON  Sept 21 A U.S. appeals court on Wednesday dismissed lawsuits claiming employees of two defense contractors conspired to torture and abuse Iraqis at the Abu Ghraib prison near Baghdad and at other locations.,normal
CM,Canadian Imperial Bank of Commerce,20110921,CIBC seeks acquisitions  maintains profit target , Sept 21 Canadian Imperial Bank of Commerce  could make more wealth-management acquisitions as it seeks to offset the impact of slower loan growth and low interest rates  the bank's chief executive said on Wednesday.,topStory
CNI,Canadian National Railway Company,20110921,UPDATE 2-CP Rail to upgrade north line on resource demand , * CP CEO says retail demand "very soft" in N. America  (Recasts with CEO interview),topStory
CP,Canadian Pacific Railway Limited,20110921,CANADA STOCKS-TSX rattled by Fed  hits one-month low ,   * TSX ends down 254.87 points  or 2.09 pct  at 11 955.01,topStory
CP,Canadian Pacific Railway Limited,20110921,CANADA STOCKS-Rattled by Fed  TSX falls to one-month low ,   * TSX down 254.87 points  or 2.09 percent  at 11 955.01,normal
CP,Canadian Pacific Railway Limited,20110921,CANADA STOCKS-TSX extends losses after Fed statement , * Nine of 10 sectors lower; energy drags  (Adds details  analyst comment),normal
CP,Canadian Pacific Railway Limited,20110921,UPDATE 2-CP Rail to upgrade north line on resource demand , * CP CEO says retail demand "very soft" in N. America  (Recasts with CEO interview),normal
CP,Canadian Pacific Railway Limited,20110921,CANADA STOCKS-TSX drifts lower ahead of U.S. Fed statement , * All 10 main sectors lower  base-metal miners weigh  (Adds details  analyst comment),normal
CAJ,Canon Inc,20110921,Nikon unveils its first mirrorless cameras ,TOKYO Nikon unveiled its first mirrorless cameras on Wednesday  beating its arch rival Canon to the nascent market for small  interchangeable-lens cameras  where other manufacturers have met with mixed success.,topStory
CAJ,Canon Inc,20110921,UPDATE 1-Nikon unveils its first mirrorless cameras , * High-priced models may not succeed  $500-800 best bet -analyst,normal
CAJ,Canon Inc,20110921,Nikon to sell its first mirrorless cameras in Oct , TOKYO  Sept 21Nikon unveiled its first lightweight mirrorless interchangeable lens cameras on Wednesday  saying the two new models would go on sale in October and that it expects them to be priced around 70 000 yen ($915)and 105 000 yen.,normal
COF,Capital One Financial Corporation,20110921,PRESS DIGEST - New York Times business news - Sept 21 , Sept 21 The following were the top stories on The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
CAT,Caterpillar Inc,20110921,UPDATE 2-ITW sales growth slows  keeps profit forecast , * Industrial packaging  power systems sales growth slows,topStory
CAT,Caterpillar Inc,20110921,US architecture billings index rebounds in August , NEW YORK  Sept 21 A leading indicator of U.S. nonresidential construction activity surprisingly rebounded last month after four months of declines  an architects' trade group said on Wednesday.,normal
CBS,CBS Corporation,20110921,Sheen draws record viewers for "Men" and TV roast ,LOS ANGELES Dead or alive  Charlie Sheen ruled the TV airwaves on Monday  pulling in record audiences for his Comedy Central roast and more than 28 million Americans to his "Two and A Half Men" TV funeral. | Video ,topStory
CVX,Chevron Corporation,20110921,Range Resources shares jump again on M&A chatter ,Range Resources Corp  shares jumped on Wednesday on speculation about a takeover of the U.S. exploration and production company  even if there are doubts among analysts about the likelihood of such a deal.,topStory
CVX,Chevron Corporation,20110921,UPDATE 1-Range Resources shares jump again on M&A chatter , * Shares up 6 pct; up 91 pct in past year  (Adds analyst comment  no comment from Range),normal
SNP,China Petroleum & Chemical Corporation,20110921,ADR REPORT-ADRs end 3 pct lower; energy  miners tumble , NEW YORK  Sept 21 U.S.-listed shares of overseas companies dropped 3 percent on Wednesday as the Federal Reserve's policy statement underscored worries about the global economic outlook  driving down energy and other economically sensitive shares.,topStory
C,Citigroup Inc,20110921,Moody's downgrades big banks on changed policy ,Moody's Investors Service lowered debt ratings for Bank of America Corp  Citigroup Inc and Wells Fargo & Co on Wednesday  saying the U.S. government is getting less comfortable with bailing out large troubled lenders.,topStory
C,Citigroup Inc,20110921,UPDATE 4-Moody's downgrades big banks on changed US policy , * Moody's sees US government less open to too-big-to-fail,normal
C,Citigroup Inc,20110921,CORRECTED - UPDATE 3-Moody's downgrades big banks on changed US policy , (Corrects paragraph four to show Bank of America is largest U.S. bank by assets  not second largest),normal
C,Citigroup Inc,20110921,Wall Street sinks 3 percent after Fed cites economic "risks" ,NEW YORK Stocks suffered their worst drop in a month after the Federal Reserve said there were "significant downside risks" to the economy even as it took another stab at boosting growth. | Video ,normal
C,Citigroup Inc,20110921,US STOCKS-Wall St sinks 3 pct after Fed cites economic 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Adds graph on banks  quote  updates bullets  volume),normal
C,Citigroup Inc,20110921,Citi names new head of EMEA high-yield syndicate , LONDON  Sept 21 (IFR) - Citigroup has appointed Jason Bruhl as its new head of European high-yield syndicate  filling a vacancy left by the departure of Lee Hope in June  a source familiar with the matter said.,normal
C,Citigroup Inc,20110921,RPT-UPDATE 2-Blackstone hires Carlyle China dealmaker--sources , HONG KONG  Sept 20 Blackstone Group LP  has hired Yi Luo from rival Carlyle Group as a senior dealmaker for China as the giant private equity firm builds a new team in the region under Asia head Michael Chae  two sources familiar with the matter told Reuters on Tuesday.,normal
CLF,Cleveland-Cliffs Inc,20110921,Coal shares fall as Alpha  Walter cut outlooks ,U.S. coal miner Alpha Natural Resources Inc  cut its 2011 shipment forecast  citing reduced demand from the key Asian steel market among other things  and its shares fell 17 percent.,topStory
CEO,CNOOC Limited,20110921,RPT-UPDATE 2-Blackstone hires Carlyle China dealmaker--sources , HONG KONG  Sept 20 Blackstone Group LP  has hired Yi Luo from rival Carlyle Group as a senior dealmaker for China as the giant private equity firm builds a new team in the region under Asia head Michael Chae  two sources familiar with the matter told Reuters on Tuesday.,topStory
KOF,Coca Cola Femsa SAB de CV,20110921,Mexico's Coke Femsa to close CIMSA buy in 2011 , MEXICO CITY  Sept 21 Latin America's top coke bottler Coca-Cola Femsa  will close its acquisition of family-owned bottler Grupo CIMSA this year and could consider other deals  executives said on Wednesday.,topStory
KOF,Coca Cola Femsa SAB de CV,20110921,DIARY - Mexico and Central America - to Oct 14 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST      PREV ------------------------------------------------------------------- SEP21 0800/1300  retail sales        m/m   Jul           +4.80 pct SEP22 0800/1300  aggregate demand    q/q   Q2          ,normal
KOF,Coca Cola Femsa SAB de CV,20110921,Deals of the day - mergers and acquisitions , Sept 21 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 0900 GMT on Wednesday:,normal
KO,Coca-Cola Company (The),20110921,Coca-Cola cutting mini can prices; raising others ,HOUSTON Coca-Cola Co  said on Wednesday it was lowering the suggested retail price on its new 7.5-ounce mini cans by $1.00 to about $2.99 per eight-can case  as the leading soft drinks maker aims to maintain its appeal to cash-strapped consumers.,topStory
KO,Coca-Cola Company (The),20110921,UPDATE 2-Coca-Cola cutting mini can prices; raising others , * Coca-Cola to sell 12.5-oz bottle for $0.89  (Adds detail on price of 16-oz bottle  exec comment  byline),normal
KO,Coca-Cola Company (The),20110921,Mexico's Coke Femsa to close CIMSA buy in 2011 , MEXICO CITY  Sept 21 Latin America's top coke bottler Coca-Cola Femsa  will close its acquisition of family-owned bottler Grupo CIMSA this year and could consider other deals  executives said on Wednesday.,normal
KO,Coca-Cola Company (The),20110921,UPDATE 2-HKEx CEO expects China investors can buy HK stocks soon , * Mainland investment in HK stocks to lift int'l listings - Li,normal
CFX,Colfax Corporation,20110921,PRESS DIGEST - Financial Times - Sept 21 , Singapore-based sovereign wealth fund GIC  the biggest shareholder in UBS   broke its silence about the $2.3 billion rogue trading scandal that has engulfed the Swiss group  criticising "lapses" in the bank's controls ahead of a pivotal UBS board meeting in Singapore.,topStory
CAG,ConAgra Brands Inc,20110921,UPDATE 3-General Mills profit helped by cost cuts  brands , * Q1 net sales up 8.9 pct  (Adds analyst comment  ConAgra comparison  byline),topStory
COP,ConocoPhillips,20110921,Venezuela has proposed $1 billion compensation for Exxon ,CARACAS Venezuela has proposed paying Exxon Mobil Corp. $1 billion in compensation for the nationalization of its assets in 2007  much less than the U.S. oil giant wanted  the energy minister said on Wednesday.,topStory
COP,ConocoPhillips,20110921,UPDATE 2-Venezuela has proposed $1 bln compensation for Exxon , * Ramirez says no side negotiations going on  (Recasts  adds quotes  background  byline),normal
