ACIW,ACI Worldwide Inc,20110726,UPDATE 3-ACI Worldwide offers to buy S1 Corp; Fundtech deal in doubt , * Says offer gives more value than S1's Fundtech merger plan,topStory
C,Citigroup Inc,20110726,Abu Dhabi's UNB says no mandates given for bond sale , ABU DHABI  July 26 Abu Dhabi's Union National Bank said on Tuesday it has not mandated banks for a bond issue and would consider a sale only when market conditions allowed.,normal
CLX,Clorox Company (The),20110726,Clorox once again rejects Icahn's offer ,CHICAGO Clorox Co  once again turned down an offer from activist investor Carl Icahn  calling his latest bid of $80 per share "inadequate.",topStory
CLX,Clorox Company (The),20110726,UPDATE 2-Clorox once again rejects Icahn's offer , * Shares rise nearly $1 in after hours trading  (Adds background  Icahn not reached  stock move),normal
KOF,Coca Cola Femsa SAB de CV,20110726,DIARY - Mexico and Central America - to Aug 11 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST  PREV --------------------------------------------------------------- JUL26 0800/1300  trade balance (s/adj)      Jun          -$264 mln JUL27 0800/1300  economic actvty (m/m)      May +0.58 pct +0.4 pct ,topStory
KO,Coca-Cola Company (The),20110726,Walmart Express hits Chicago ,CHICAGO Wal-Mart Stores Inc  is opening its first small store in Chicago this week in the first true test of a store format the world's largest retailer hopes will let it penetrate urban markets that it so far has had trouble cracking.,topStory
KO,Coca-Cola Company (The),20110726,Walmart Express debuting in Chicago on Wednesday , CHICAGO  July 26 Wal-Mart Stores Inc  is opening its first small store in Chicago on Wednesday as it tests a format it hopes will allow it to penetrate urban markets that have resisted its huge stores.,normal
CBD,Companhia Brasileira de Distribuicao,20110726,Brazil retailer Pao de Acucar profit up 64 pct y/y , SAO PAULO  July 25 Grupo Pao de Acucar     Brazil's biggest diversified retailer  posted on Monday a 64 percent rise in second-quarter net income  falling short of estimates  as costs from recent takeovers ate into profits.,topStory
COP,ConocoPhillips,20110726,Cenovus CEO sees new oil sands partner by year-end , CALGARY  Alberta  July 26 Cenovus Energy Inc  expects to announce a joint venture by the end of the year to develop Alberta oil sands holdings that are not currently part of a 10-year growth plan  its chief executive said on Tuesday.,topStory
COP,ConocoPhillips,20110726,UPDATE 4-PDVSA debt to suppliers leapt to $10.9 bln in 2010 , * Plans investments of $142 bln between 2011-2015  (Updates throughout with more Ramirez quotes  edits),normal
COP,ConocoPhillips,20110726,BP fails to convince investors on strategy ,LONDON BP Plc Chief Executive Bob Dudley's pledge of strong long-term growth failed to reassure investors concerned about the company's post-oil spill strategy and second-quarter results well shy of forecasts. | Video ,normal
COP,ConocoPhillips,20110726,UPDATE 5-BP fails to convince investors on strategy , * BP among biggest fallers on FTSE 100   (Adds background  detail  updates shares),normal
COP,ConocoPhillips,20110726,Cenovus sees Q4 startup for Illinois refinery unit , * Project to add 65 000 bpd of coking capacity  (In U.S. dollars),normal
COP,ConocoPhillips,20110726,UPDATE 2-Cenovus Q2 profit rises on soaring crude , July 26 Cenovus Energy Inc's  second-quarter profit more than tripled  helped by higher refining margins and strong crude price.,normal
COP,ConocoPhillips,20110726,REFILE-UPDATE 3-BP fails to convince investors on strategy , (Repeats to additional clients  removes extraneous word from 4th paragraph),normal
COP,ConocoPhillips,20110726,Malaysia's Petronas signs agreements to distribute Kebabangan gas , KUALA LUMPUR  July 26 Malaysia's state oil firm Petronas said on Tuesday that it had signed two separate agreements to distribute natural gas extracted from the Kebabangan cluster located in the state of Sabah in East Malaysia.,normal
COP,ConocoPhillips,20110726,PRESS DIGEST - British business - July 26 , Weak growth is putting Britain's AAA sovereign credit rating at risk  analysts have warned ahead of Tuesday's UK GDP figures.,normal
CLGX,CoreLogic Inc,20110726,UPDATE 1-Cognizant to buy CoreLogic's India operations for $50 mln , * Deal for cash payment of about $50 mln   (Follows alerts),topStory
CMI,Cummins Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON U.S. industrial companies sounded warning alarms about U.S. consumer spending on Tuesday  citing high unemployment  a depressed housing market and the risk of a U.S. debt default.,topStory
CMI,Cummins Inc,20110726,Cummins profit beats expectations  raises outlook ,NEW YORK Diesel engine maker Cummins Inc  raised its 2011 outlook after a strong second-quarter profit that beat Wall Street expectations and sent its shares higher.,normal
CMI,Cummins Inc,20110726,UPDATE 4-Cummins profit beats expectations  raises outlook , * Shares up 4.3 pct  (Adds China comments from conference call  analyst comment),normal
CMI,Cummins Inc,20110726,US STOCKS-Wall St falls on U.S. debt gridlock worries , * Indexes off: Dow 0.6 pct  S&P 0.4 pct  Nasdaq 0.2 pct,normal
CMI,Cummins Inc,20110726,Cummins quarterly profit beats  raises outlook ,NEW YORK Cummins Inc  reported a higher-than-expected quarterly profit on Tuesday on strong growth across all its segments and international markets  and the diesel engine maker raised its 2011 outlook.,normal
CMI,Cummins Inc,20110726,US STOCKS-Wall St set for flat open  debt stalemate weighs , * U.S. home prices unchanged in May-S&P/Case-Shiller,normal
CMI,Cummins Inc,20110726,US STOCKS-Futures edge up Ford results  eyes on debt talks , * Case-Shiller  consumer confidence  new home sales due,normal
CMI,Cummins Inc,20110726,Cummins quarterly profit jumps  raises outlook ,NEW YORK Cummins Inc  posted a higher quarterly profit on Tuesday  boosted by strong growth at its engines  components and distribution segments  and raised its 2011 outlook.,normal
CMI,Cummins Inc,20110726,US STOCKS-Futures up after Ford results  eyes on debt talks , * Case-Shiller  consumer confidence  new home sales due,normal
DHR,Danaher Corporation,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,topStory
DHR,Danaher Corporation,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
DHR,Danaher Corporation,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
DHR,Danaher Corporation,20110726,UPDATE 3-3M profit meets forecasts; Japan hurts margins , * Shares down 3.3 percent  (Rewrites first paragraph; adds analyst comment  byline),normal
DAL,Delta Air Lines Inc,20110726,RPT-US senators tell airlines not to 'pocket' taxes , WASHINGTON  July 26 Airlines should not "pocket" revenue from a passenger tax that has lapsed during a partial aviation shutdown  two transportation leaders in the U.S. Senate said in a letter sent to the industry association on Tuesday.,topStory
DAL,Delta Air Lines Inc,20110726,Senators tell airlines not to "pocket" taxes ,WASHINGTON Airlines should not "pocket" revenue from a passenger tax that has lapsed during a partial aviation shutdown  two transportation leaders in the Senate said in a letter sent to the industry association on Tuesday.,normal
DAL,Delta Air Lines Inc,20110726,TET-Fitch on recovery analysis for U.S. airlines , (The following statement was released by the rating agency),normal
DB,Deutsche Bank AG,20110726,BP and Phibro join Q2 oil market losers ,LONDON/SAN FRANCISCO Global giant BP  and trading house Phibro joined the list of market titans wrong-footed by last quarter's oil volatility  while Deutsche Bank emerged with record commodity earnings.,topStory
DB,Deutsche Bank AG,20110726,WRAPUP 1-BP  Phibro join Q2 oil market losers; Deutsche shines , * Deutsche  powered by metals and energy  says best yet,normal
DB,Deutsche Bank AG,20110726,Spain  Italy debt sales show euro zone relief fading ,MADRID/ROME Spain and Italy paid a high price to sell short-term debt on Tuesday  compounding investors' concern that last week's bailout package for Greece left the euro zone's debt crisis unresolved.,normal
DB,Deutsche Bank AG,20110726,WRAPUP 2-Spain  Italy debt sales show euro zone relief fading , MADRID/ROME  July 26 Spain and Italy paid a high price to sell short-term debt on Tuesday  compounding investors' concern that last week's bailout package for Greece left the euro zone's debt crisis unresolved.,normal
DB,Deutsche Bank AG,20110726,Deutsche Bank cuts peripheral exposure by 70 pct , * Deutsche Bank exposure to five peripherals at 3.7 bln eur,normal
DB,Deutsche Bank AG,20110726,Deutsche shines in commods versus U.S. peers  BP , LONDON  July 26 Germany's Deutsche Bank  had its best ever quarter in commodities trading in April-June  in contrast with some of its biggest U.S. peers and oil major BP   in what analysts said reflected stiff rivalry in the volatile and crowded commodities space.,normal
DB,Deutsche Bank AG,20110726,Trading malaise at investment banks set to linger , * Key FICC revenues fall 36-37 pct  more than U.S. peers,normal
DB,Deutsche Bank AG,20110726,Deutsche Bank seals succession as trading wilts ,FRANKFURT Deutsche Bank AG  warned of weakness to come in its core investment banking division  laying bare the challenge facing its two new CEOs named only hours earlier.,normal
DB,Deutsche Bank AG,20110726,RPT-UPDATE 4-Deutsche Bank seals succession as trading wilts , * Warns may miss 2011 goal in investment banking,normal
DB,Deutsche Bank AG,20110726,RPT-RPT-UPDATE 4-Deutsche Bank seals succession as trading wilts , * Warns may miss 2011 goal in investment banking,normal
DBD,Diebold Nixdorf Incorporated,20110726,Analysis: Advisers say time is right for high-yield stocks ,WASHINGTON Prompted by a host of financial and economic developments  a growing number of investment advisers are steering their clients toward dividend-paying stocks.,topStory
DIN,DineEquity Inc,20110726,Calorie labels change some diners' habits: study ,WASHINGTON New York City's requirement that fast-food restaurants post calorie counts on menus led one in six customers to notice the information and buy foods with fewer calories  according to new research released on Tuesday.,topStory
DIN,DineEquity Inc,20110726,Calorie labels change some diners' habits-study , WASHINGTON  July 26 New York City's requirement that fast-food restaurants post calorie counts on menus led one in six customers to notice the information and buy foods with fewer calories  according to new research released on Tuesday.,normal
DIN,DineEquity Inc,20110726,McDonald's Happy Meals get apples  fewer fries ,LOS ANGELES McDonald's Corp said on Tuesday it will soon tweak its Happy Meals  reducing the french fry portion by more than half and automatically adding apples to the popular children's meals  after coming under pressure from consumer groups to provide healthier fare.,normal
