AEIS,Advanced Energy Industries Inc,20110804,Analysis: SMA Solar faces profit margin struggle ,FRANKFURT Europe's biggest solar company is unlikely to meet profit margin forecasts this year  analysts say  as demand in its largest markets collapses and global competitors start to force down prices.,topStory
CAG,ConAgra Brands Inc,20110804,Timeline: ConAgra chasing reluctant Ralcorp ,March 22 - ConAgra Foods  makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
CAG,ConAgra Brands Inc,20110804,TIMELINE-ConAgra chasing reluctant Ralcorp , March 22 - ConAgra Foods makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
CAG,ConAgra Brands Inc,20110804,DEALTALK-Ralcorp stock to take hit as ConAgra takeover odds dim , * Ralcorp trades at discount largely because of Post drag,normal
COP,ConocoPhillips,20110804,UPDATE 3-North Sea oil cargoes further delayed , * Norwegian Ekofisk crude loadings further delayed in Aug,topStory
COP,ConocoPhillips,20110804,WRAPUP 1-Mid-cap U.S. oil cos loosen purse string to pump up output , BANGALORE  Aug 4 A number of small and medium-sized U.S. oil and natural gas companies have increased their annual spending budget as they look to produce more of oil and natural gas liquids from their properties.,normal
COP,ConocoPhillips,20110804,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 4 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,normal
COP,ConocoPhillips,20110804,UPDATE 1-Plains Exploration Q2 results jump on higher prices  volumes , * Q2 rev up 41 pct at $514.8 mln vs est. $495 mln   (Follows alerts),normal
COP,ConocoPhillips,20110804,PRESS DIGEST-UPDATE 1- China  August 4 , BEIJING/SHANGHAI  Aug 4 Chinese newspapers available in Beijing and Shanghai carried the following stories on Thursday. Reuters has not checked the stories and does not vouch for their accuracy.,normal
CNX,CONSOL Energy Inc,20110804,UPDATE 5-Coal miner Alpha's profit misses; stock drops , * Stock down 15 percent; all coal shares drop  (Adds other coal stocks fall  analyst comment on costs),topStory
CVI,CVR Energy Inc,20110804,UPDATE 1-CVR increasing heavy crude runs at Kansas refinery , * Turnarounds planned for Q4  Q1 at Coffeyville refinery,topStory
CVS,CVS Health Corporation,20110804,CVS Caremark cuts sales view  shares fall ,CHICAGO CVS Caremark Corp  trimmed its 2011 sales forecast and narrowed its profit target  sending its shares down more than 3 percent on Thursday even though it posted a better-than-expected quarterly profit.,topStory
CVS,CVS Health Corporation,20110804,UPDATE 4-CVS Caremark cuts sales view  shares fall , * Confident on year  narrows FY EPS view to $2.75-$2.81,normal
DF,Dean Foods Company,20110804,UPDATE 2-Dean Foods sees weak Q3 as milk sales slow , BANGALORE  Aug 4 Top U.S. dairy company Dean Foods Co forecast a third-quarter profit below analysts' estimates  as milk volumes remain weak  sending its shares down 9 percent.,topStory
DK,Delek US Holdings Inc,20110804,UPDATE 1-Delek upping WTI-priced oil at Arkansas refinery , * Company seeking to run more cheaper WTI-priced crude  (Adds details  quotes),topStory
DK,Delek US Holdings Inc,20110804,Delek increasing WTI-priced oil at Arkansas refinery , HOUSTON  Aug 4 Delek U.S. Holdings Inc  is increasing runs of cheaper crude priced off of West Texas Intermediate at its 80 000 barrel-per-day (bpd) refinery in El Dorado 536870914 740311410,normal
DK,Delek US Holdings Inc,20110804,Delek CEO says WTI/Brent spread to shrink , HOUSTON  Aug 4 Delek U.S. Holdings Inc  CEO Ezra Uzi Yemin said on Thursday he expects the premium of London's Brent to U.S. crude oil benchmark West Texas Intermediate to shrink to $12 to $8 in the next 18 months.,normal
DAL,Delta Air Lines Inc,20110804,Congress reaches deal to end FAA shutdown ,WASHINGTON Congressional leaders struck a deal on Thursday to resolve a partisan dispute and end a partial shutdown of the Federal Aviation Administration that has halted airport projects and threatened thousands of jobs.,topStory
DAL,Delta Air Lines Inc,20110804,UPDATE 3-Congress reaches deal to end FAA shutdown , * Nearly two-week shutdown halted airport projects  (Adds airlines  details of agreement),normal
DAL,Delta Air Lines Inc,20110804,Exclusive: Southwest overture stirs Airbus order hopes ,PARIS/CHICAGO A top-level exchange between Southwest Airlines Co and Airbus on the commercial success of a new aircraft has raised hopes at the European plane-maker that it might someday break Boeing Co's monopoly at the low-cost U.S. carrier  sources close to the matter said.,normal
DAL,Delta Air Lines Inc,20110804,UPDATE 1-German airlines mull legal move on abandoned strike , * Airlines unsure who to claim against - airline association    (Recasts  adds Lufthansa  BARIG comments  Frankfurt dateline),normal
DAL,Delta Air Lines Inc,20110804,Analysis: Airlines stand by fare hike despite pressure ,CHICAGO/ATLANTA U.S. airlines are not likely to bow to pressure from the White House and elsewhere to rollback a fare increase facilitated by a Washington political standoff that could net the industry more than $1 billion in unexpected third quarter revenue.,normal
DAL,Delta Air Lines Inc,20110804,White House explores options on FAA shutdown ,WASHINGTON The White House said on Wednesday it was looking at ways to end a partial shutdown of the Federal Aviation Administration that has halted airport construction projects employing thousands of people and extended the summer's political battles.,normal
DAL,Delta Air Lines Inc,20110804,UPDATE 3-White House explores options on FAA shutdown , * White House says Congress should pass bill  end shutdown,normal
DB,Deutsche Bank AG,20110804,BRIEF-Moody's upgrades a CDS between Deutsche Bank AG  London Branch and LaCrosse Financial Products  LLC  a CSO ,August 4 Deutsche Bank AG and LaCrosse Financial Products  LLC:,topStory
DB,Deutsche Bank AG,20110804,UPDATE 1-Commerzbank to write down $1 bln Greek debt -sources , * Impairs valuations of Greek govt bonds of all maturities,normal
DEO,Diageo plc,20110804,UPDATE 1-Drinks group Campari buys Sagatiba in Brazil push , MILAN  Aug 4 Italy's Davide Campari-Milano  has bought premium brand Sagatiba of Brazil  one of the world's fastest-growing markets for spirits makers  the drinks group said on Thursday.,topStory
DDS,Dillard&#39;s Inc,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
DDS,Dillard&#39;s Inc,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
D,Dominion Energy Inc,20110804,UPDATE 1-IFR-30-year debt too good to refuse with UST below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for for six corporates this week  which have together issued more than $2bn of long-dated debt  some at record low coupons.,topStory
D,Dominion Energy Inc,20110804,IFR-30-year debt too good to refuse with Treasuries below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for five corporates this week  which have together issued $1.6bn of long-dated debt  some at record low coupons.,normal
DCUD,Dominion Energy Inc,20110804,UPDATE 1-IFR-30-year debt too good to refuse with UST below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for for six corporates this week  which have together issued more than $2bn of long-dated debt  some at record low coupons.,topStory
DCUD,Dominion Energy Inc,20110804,IFR-30-year debt too good to refuse with Treasuries below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for five corporates this week  which have together issued $1.6bn of long-dated debt  some at record low coupons.,normal
DRUA,Dominion Energy Inc,20110804,UPDATE 1-IFR-30-year debt too good to refuse with UST below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for for six corporates this week  which have together issued more than $2bn of long-dated debt  some at record low coupons.,topStory
DRUA,Dominion Energy Inc,20110804,IFR-30-year debt too good to refuse with Treasuries below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for five corporates this week  which have together issued $1.6bn of long-dated debt  some at record low coupons.,normal
DPS,Dr Pepper Snapple Group Inc,20110804,AriZona Iced Tea partnership ending in legal feud ,NEW YORK Before they co-founded one of the most popular iced-tea brands in the country  John Ferolito and Domenick Vultaggio were just two guys from Brooklyn selling beer out of the back of a Volkswagen bus.,topStory
DPS,Dr Pepper Snapple Group Inc,20110804,AriZona Iced Tea partnership ending in legal feud , NEW YORK  Aug 4 Before they co-founded one of the most popular iced-tea brands in the country  John Ferolito and Domenick Vultaggio were just two guys from Brooklyn selling beer out of the back of a Volkswagen bus.,normal
DUK,Duke Energy Corporation,20110804,UPDATE 1-Progress Energy Q2 profit tops Street on favourable weather , * Q2 rev $2.25 bln vs est $2.29 bln   (Follows alerts),topStory
DUKH,Duke Energy Corporation,20110804,UPDATE 1-Progress Energy Q2 profit tops Street on favourable weather , * Q2 rev $2.25 bln vs est $2.29 bln   (Follows alerts),topStory
LLY,Eli Lilly and Company,20110804,Covance sees more big-ticket drug R&D alliances ,LONDON Joe Herring  the chief executive of U.S. contract research group Covance Inc  finds a lot of drug companies are knocking on his door these days offering deals.,topStory
LLY,Eli Lilly and Company,20110804,UPDATE 3-Novo Nordisk modern insulins growth slowing , * Raises outlook on back of Victoza  modern insulin sales,normal
EMR,Emerson Electric Company,20110804,Analysis: Shaky economy has companies wary of spending ,BOSTON/NEW YORK Weakening demand in the United States and Europe has spooked some in corporate America  prompting big companies to throttle back their spending just as U.S. government looks for ways to cut its own outlays.,topStory
EOG,EOG Resources Inc,20110804,UPDATE 2-EOG profit up  selling more assets , HOUSTON  Aug 4 EOG Resources Inc  reported a higher quarterly profit on Thursday  lifted by crude oil prices and gains related to hedging.,topStory
XOM,Exxon Mobil Corporation,20110804,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 4 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,topStory
FIS,Fidelity National Information Services Inc,20110804,FIS ditches Misys bid  opts to buy back shares instead ,BANGALORE Based payment processor Fidelity National Information Services  dropped plans to buy British software company Misys   and said it would instead begin buying back its shares under an existing repurchase program.,topStory
FIS,Fidelity National Information Services Inc,20110804,UPDATE 1-FIS ends takeover talks with UK's Misys , Aug 4 U.S. payment processor Fidelity National Information Services Inc said on Thursday that it is no longer considering making an offer for British software firm Misys Plc .,normal
FIS,Fidelity National Information Services Inc,20110804,Market Chatter -- Corporate finance press digest , BANGALORE  Aug 4The following corporate finance-related stories were reported by media on Thursday:,normal
FIS,Fidelity National Information Services Inc,20110804,Misys  Fidelity National end takeover talks - report , SINGAPORE  Aug 4 British software firm Misys Plc's talks to be bought by Fidelity National Information Services Inc (FIS) have collapsed after the companies couldn't agree on price  Bloomberg News reported  citing a person with knowledge of the matter.,normal
FLR,Fluor Corporation,20110804,UPDATE 3-Fluor profit beats estimates  shares rise , * Q2 EPS 94 cents vs 81 cents expected by Wall St analysts,topStory
FLR,Fluor Corporation,20110804,UPDATE 1-Aecom cuts FY EPS outlook on cost-reduction plans , * Shares down 3 pct in pre-market trade   (Follows alerts),normal
